param_offset,param_seed,param_n_estimators,mean_test_score,std_test_score
0.1,1241,250,0.1550374024921774,0.00031049522004508164
0.1,1234,250,0.1550374024921774,0.00031049522004508164
0.1,1297,250,0.1550374024921774,0.00031049522004508164
0.1,1290,300,0.1550374024921774,0.00031049522004508164
0.1,1367,50,0.1550374024921774,0.00031049522004508164
0.1,1360,50,0.1550374024921774,0.00031049522004508164
0.2,1269,250,0.1550374024921774,0.00031049522004508164
0.2,1262,250,0.1550374024921774,0.00031049522004508164
0.2,1255,250,0.1550374024921774,0.00031049522004508164
0.2,1248,250,0.1550374024921774,0.00031049522004508164
0.2,1241,250,0.1550374024921774,0.00031049522004508164
0.2,1234,250,0.1550374024921774,0.00031049522004508164
0.1,1367,250,0.1550374024921774,0.00031049522004508164
0.1,1430,250,0.1550374024921774,0.00031049522004508164
0.1,1423,250,0.1550374024921774,0.00031049522004508164
0.1,1416,250,0.1550374024921774,0.00031049522004508164
0.1,1409,250,0.1550374024921774,0.00031049522004508164
0.1,1402,250,0.1550374024921774,0.00031049522004508164
0.1,1395,250,0.1550374024921774,0.00031049522004508164
0.1,1388,250,0.1550374024921774,0.00031049522004508164
0.1,1381,250,0.1550374024921774,0.00031049522004508164
0.1,1374,250,0.1550374024921774,0.00031049522004508164
0.1,1437,250,0.1550374024921774,0.00031049522004508164
0.2,1325,100,0.1550374024921774,0.00031049522004508164
0.2,1318,100,0.1550374024921774,0.00031049522004508164
0.2,1311,100,0.1550374024921774,0.00031049522004508164
0.2,1304,100,0.1550374024921774,0.00031049522004508164
0.3,1311,100,0.1550374024921774,0.00031049522004508164
0.3,1304,100,0.1550374024921774,0.00031049522004508164
0.3,1297,100,0.1550374024921774,0.00031049522004508164
0.3,1290,100,0.1550374024921774,0.00031049522004508164
0.3,1283,100,0.1550374024921774,0.00031049522004508164
0.1,1430,50,0.1550374024921774,0.00031049522004508164
0.3,1269,100,0.1550374024921774,0.00031049522004508164
0.3,1262,100,0.1550374024921774,0.00031049522004508164
0.3,1255,100,0.1550374024921774,0.00031049522004508164
0.3,1248,100,0.1550374024921774,0.00031049522004508164
0.3,1241,100,0.1550374024921774,0.00031049522004508164
0.3,1234,100,0.1550374024921774,0.00031049522004508164
0.2,1437,100,0.1550374024921774,0.00031049522004508164
0.2,1430,100,0.1550374024921774,0.00031049522004508164
0.2,1423,100,0.1550374024921774,0.00031049522004508164
0.3,1276,100,0.1550374024921774,0.00031049522004508164
0.2,1241,100,0.1550374024921774,0.00031049522004508164
0.2,1234,100,0.1550374024921774,0.00031049522004508164
0.1,1437,100,0.1550374024921774,0.00031049522004508164
0.1,1430,100,0.1550374024921774,0.00031049522004508164
0.1,1423,100,0.1550374024921774,0.00031049522004508164
0.1,1416,100,0.1550374024921774,0.00031049522004508164
0.1,1409,100,0.1550374024921774,0.00031049522004508164
0.1,1402,100,0.1550374024921774,0.00031049522004508164
0.2,1409,100,0.1550374024921774,0.00031049522004508164
0.2,1332,100,0.1550374024921774,0.00031049522004508164
0.2,1395,100,0.1550374024921774,0.00031049522004508164
0.2,1388,100,0.1550374024921774,0.00031049522004508164
0.2,1381,100,0.1550374024921774,0.00031049522004508164
0.2,1374,100,0.1550374024921774,0.00031049522004508164
0.2,1367,100,0.1550374024921774,0.00031049522004508164
0.2,1360,100,0.1550374024921774,0.00031049522004508164
0.2,1353,100,0.1550374024921774,0.00031049522004508164
0.2,1346,100,0.1550374024921774,0.00031049522004508164
0.2,1339,100,0.1550374024921774,0.00031049522004508164
0.2,1402,100,0.1550374024921774,0.00031049522004508164
0.2,1339,50,0.1550374024921774,0.00031049522004508164
0.2,1332,50,0.1550374024921774,0.00031049522004508164
0.2,1325,50,0.1550374024921774,0.00031049522004508164
0.2,1318,50,0.1550374024921774,0.00031049522004508164
0.2,1311,50,0.1550374024921774,0.00031049522004508164
0.2,1304,50,0.1550374024921774,0.00031049522004508164
0.2,1297,50,0.1550374024921774,0.00031049522004508164
0.2,1290,50,0.1550374024921774,0.00031049522004508164
0.2,1283,50,0.1550374024921774,0.00031049522004508164
0.2,1416,100,0.1550374024921774,0.00031049522004508164
0.3,1283,50,0.1550374024921774,0.00031049522004508164
0.3,1276,50,0.1550374024921774,0.00031049522004508164
0.3,1437,100,0.1550374024921774,0.00031049522004508164
0.3,1430,100,0.1550374024921774,0.00031049522004508164
0.2,1255,50,0.1550374024921774,0.00031049522004508164
0.2,1248,50,0.1550374024921774,0.00031049522004508164
0.2,1241,50,0.1550374024921774,0.00031049522004508164
0.2,1234,50,0.1550374024921774,0.00031049522004508164
0.1,1437,50,0.1550374024921774,0.00031049522004508164
0.2,1276,50,0.1550374024921774,0.00031049522004508164
0.3,1423,100,0.1550374024921774,0.00031049522004508164
0.3,1416,100,0.1550374024921774,0.00031049522004508164
0.3,1409,100,0.1550374024921774,0.00031049522004508164
0.3,1402,100,0.1550374024921774,0.00031049522004508164
0.3,1395,100,0.1550374024921774,0.00031049522004508164
0.3,1388,100,0.1550374024921774,0.00031049522004508164
0.3,1381,100,0.1550374024921774,0.00031049522004508164
0.3,1374,100,0.1550374024921774,0.00031049522004508164
0.3,1367,100,0.1550374024921774,0.00031049522004508164
0.2,1346,50,0.1550374024921774,0.00031049522004508164
0.3,1353,100,0.1550374024921774,0.00031049522004508164
0.3,1346,100,0.1550374024921774,0.00031049522004508164
0.3,1339,100,0.1550374024921774,0.00031049522004508164
0.3,1332,100,0.1550374024921774,0.00031049522004508164
0.3,1325,100,0.1550374024921774,0.00031049522004508164
0.3,1318,100,0.1550374024921774,0.00031049522004508164
0.2,1367,50,0.1550374024921774,0.00031049522004508164
0.2,1360,50,0.1550374024921774,0.00031049522004508164
0.2,1353,50,0.1550374024921774,0.00031049522004508164
0.3,1360,100,0.1550374024921774,0.00031049522004508164
0.6,1283,100,0.15473587882312906,0.02240963916438378
0.6,1283,200,0.1547255520026731,0.02686219244606841
0.6,1318,150,0.15415199908396676,0.034144776767761856
0.6,1353,200,0.15387611237953372,0.03671393970372141
0.6,1416,200,0.15387490551872998,0.034587447686108885
0.6,1416,50,0.15308647291405914,0.03178169052419651
0.6,1234,250,0.1528447381097552,0.02733757372438401
0.6,1276,200,0.15250457518361873,0.03421154989920752
0.6,1290,300,0.15236708326559842,0.041764471304475234
0.6,1416,300,0.15234246946439728,0.034719511163424456
0.6,1276,250,0.15227630615697832,0.0359836535424168
0.6,1423,100,0.15185741754825915,0.020736258929628514
0.6,1430,250,0.1517862858362165,0.04291078389308785
0.6,1367,100,0.1514791774403396,0.040900088144117094
0.6,1339,300,0.15124956033486653,0.024757810503714055
0.6,1388,150,0.1511365323604493,0.03590303201425783
0.6,1381,250,0.1510939229803327,0.036810229891686926
0.6,1409,150,0.15106074104768813,0.0367135743345477
0.6,1381,200,0.1509369950034399,0.03993147426431881
0.6,1353,300,0.1505436770303766,0.041256336188128996
0.6,1367,300,0.15029506694302502,0.03489479383384876
0.6,1430,150,0.15027975198181953,0.036517397177778604
0.6,1290,100,0.15018284719046862,0.03909873350369416
0.6,1234,50,0.15005304146502996,0.04175965919105685
0.6,1353,150,0.14962965726649635,0.04565345310859445
0.6,1395,300,0.14946942108281053,0.029173510558823265
0.6,1283,300,0.14922958151388138,0.03470731674167717
0.6,1381,100,0.14871678819880982,0.03837178292173924
0.6,1241,150,0.14856169428392352,0.03113846643193676
0.6,1416,250,0.14845752470032184,0.032226078322928994
0.6,1269,25,0.14830244191407313,0.038442464924241485
0.6,1430,300,0.14824545202696465,0.039891155974049436
0.6,1367,50,0.14800458356945473,0.0347305522889043
0.6,1402,150,0.14797540567079887,0.030776996963305634
0.6,1381,300,0.14778117548902164,0.02602523564201947
0.6,1304,200,0.14766690055980708,0.02756407892699788
0.6,1304,100,0.14765852829426085,0.032717688299031246
0.6,1339,250,0.14764502761094417,0.02607022611790296
0.6,1430,50,0.14760007311380088,0.0461786192550685
0.6,1290,200,0.14728278921062646,0.031464721214835185
0.6,1234,300,0.14709092143156877,0.028274692443206333
0.6,1430,200,0.1470465924356556,0.03453806931355946
0.6,1276,300,0.14699469171480858,0.03570520459609578
0.6,1367,150,0.146992920488529,0.02720429505585614
0.6,1248,50,0.1468997325660783,0.05743766130100681
0.6,1241,300,0.1468374067134059,0.03129637611445288
0.6,1423,300,0.1459879450841856,0.017982204183140213
0.6,1423,25,0.1459673734938131,0.029104829464955805
0.6,1388,200,0.1459627555788349,0.03129740242856182
0.6,1276,50,0.14587443608030332,0.03544036049308279
0.6,1409,100,0.14575885531283642,0.021130956028459724
0.6,1346,300,0.14562333781997036,0.03174850102111872
0.6,1304,250,0.1454514659877507,0.027189696349914885
0.6,1409,200,0.14535246362724658,0.03445893028928914
0.6,1437,50,0.14523251430800335,0.021957446411302466
0.6,1241,200,0.1451390973225149,0.028947131969297185
0.6,1241,250,0.14504878882722708,0.0310842049712647
0.6,1367,250,0.14504410834526577,0.030201195138221545
0.6,1234,200,0.1449726387137573,0.030755519736295762
0.6,1360,25,0.14473009302916828,0.024264813200740552
0.6,1304,50,0.14406567035861456,0.03666463304340923
0.6,1423,250,0.14390920563512338,0.02413535682081071
0.6,1255,200,0.1436287936314373,0.03913598486029559
0.6,1269,50,0.14320455692551737,0.046102165514255014
0.6,1241,100,0.14306985525470353,0.027275204524185533
0.6,1234,100,0.14292589454933574,0.03318323647453464
0.6,1388,300,0.14225580605820948,0.025586462256212028
0.6,1255,150,0.14211719890797667,0.03603155036141815
0.6,1437,300,0.14201783021932107,0.034844855721755816
0.6,1402,200,0.14196574234145626,0.029857872269360177
0.6,1367,200,0.14175307021074082,0.029720444176679146
0.6,1304,150,0.14169866957776364,0.03291363922292793
0.6,1437,25,0.14153802007734356,0.015380403013227378
0.6,1374,250,0.14152414421449955,0.03577685283282003
0.6,1297,50,0.14148216421303664,0.027900192237238438
0.6,1388,100,0.14131962177844545,0.03325405513280745
0.6,1255,250,0.14049594230022763,0.028016015801403404
0.6,1248,25,0.14047853076492714,0.08005727409222382
0.6,1437,100,0.14036472570730066,0.027266237516543383
0.6,1304,300,0.14030743431669834,0.029911927784115454
0.6,1402,300,0.1401082749036204,0.03173403044632085
0.6,1381,150,0.13959015463089433,0.03447381487819675
0.6,1290,150,0.13945113223954916,0.039831325907969055
0.6,1360,200,0.13943547458425745,0.035663741741343145
0.6,1234,150,0.1393346389952838,0.033561745178811164
0.6,1269,150,0.13839966462342593,0.025968817531297858
0.6,1388,250,0.13838771065083216,0.027396841241042386
0.6,1409,300,0.138360583915125,0.024899447882442565
0.6,1269,300,0.13834641548927262,0.0228320372068572
0.6,1409,250,0.1381005774149625,0.024985212100600965
0.6,1269,100,0.13773834640067484,0.033815797232445786
0.6,1297,100,0.1375096927233398,0.03906962904295531
0.6,1255,300,0.13652183492710074,0.02974572883419477
0.6,1297,300,0.13635419151719128,0.03499984426740244
0.6,1262,250,0.1362863318150979,0.03201289782776857
0.6,1437,250,0.1362578269860418,0.03369399139608919
0.6,1269,250,0.13623428590367398,0.03180706828626968
0.6,1269,200,0.13621482747083954,0.03129644264326965
0.6,1374,300,0.13613902853988652,0.030064957467797637
0.6,1374,200,0.13560793772680768,0.04159521366094156
0.6,1262,50,0.13528919742559115,0.029119890368142203
0.6,1437,200,0.13483924610356332,0.029687854289566384
0.6,1437,150,0.13482423769910098,0.02566681434645035
0.6,1346,250,0.1346700927181482,0.028132277933981934
0.6,1311,100,0.13465424977593352,0.02210124564522146
0.6,1297,250,0.1345593322283067,0.032486633070325587
0.6,1360,300,0.13417352068466612,0.031839574354715273
0.6,1311,200,0.13405200783075527,0.03588399876458012
0.6,1360,100,0.1338852178230999,0.035380297912119656
0.6,1360,150,0.1325551363394739,0.028510231696826406
0.6,1311,150,0.13245259571774498,0.026083527208916324
0.6,1311,300,0.13237961857409833,0.038341000403327635
0.6,1360,250,0.1321458646628282,0.03619523646402018
0.6,1241,50,0.131841620360761,0.029481943544458714
0.6,1248,100,0.1317057405024435,0.036005842015214035
0.6,1339,50,0.13167907156205388,0.029734933430575337
0.6,1248,300,0.13097452766090434,0.02387036821782212
0.6,1248,250,0.13087232960747133,0.02405300441394752
0.6,1248,150,0.1308112158127685,0.025186077864343976
0.6,1297,200,0.13070425107060257,0.028988198080451055
0.6,1381,50,0.13050214341695485,0.024764515813052737
0.6,1339,200,0.12920465225131414,0.012487663672499563
0.6,1360,50,0.12916219232768417,0.031100659096416444
0.6,1402,250,0.12904230296029898,0.023901194443743633
0.6,1346,200,0.12891216349778334,0.02298504859790361
0.6,1297,150,0.12866428661668056,0.0331965679638304
0.6,1374,25,0.12789735979976088,0.03601542556956551
0.6,1374,150,0.12786604523691586,0.03943192160196749
0.6,1374,100,0.1278410933211122,0.038861848016564275
0.6,1339,150,0.1269930342447877,0.01650207825085436
0.6,1262,200,0.12676025421782078,0.03249313259014201
0.6,1346,50,0.12586705497588008,0.034563247164027276
0.6,1402,25,0.12548280761579994,0.03530399187550252
0.6,1248,200,0.1254020605404101,0.017283004292098073
0.6,1311,250,0.12539235641742513,0.022357509830030903
0.6,1311,50,0.125055184142469,0.034680250656813634
0.6,1262,150,0.1250194726507479,0.026849790923343612
0.6,1374,50,0.1233430587174031,0.04802828929763395
0.6,1262,300,0.12325720502182155,0.021537268405643732
0.6,1346,100,0.12309926816332901,0.021343173227343484
0.6,1402,100,0.12306696684879777,0.024422079211092105
0.6,1346,150,0.12278744983248749,0.026507371709788657
0.6,1402,50,0.11988104618615296,0.041251637162542674
0.6,1339,100,0.11940145973444735,0.015142347605314155
0.6,1234,25,0.11826937830752667,0.06140940079168056
0.6,1339,25,0.11659846868401003,0.02252525431849915
0.6,1381,25,0.11580388047681119,0.02890836087876385
0.6,1262,100,0.11334077226276204,0.03338749502137501
0.6,1388,50,0.10569570210296635,0.018897584418753267
0.6,1388,25,0.09728954920597344,0.02642160472805222
0.7,1346,25,0.010695187165775402,0.013528460578260447
0.7,1304,25,0.008613775065387968,0.008049714785352519
0.7,1423,25,0.008613775065387968,0.008049714785352519
0.7,1430,25,0.008613775065387968,0.008049714785352519
0.7,1409,50,0.008579150135127365,0.010507333063526279
0.7,1395,25,0.008545140885566417,0.012412388176350552
0.7,1332,25,0.006463237430979367,0.008607992235612842
0.7,1409,25,0.0064516129032258064,0.008602150537634409
0.7,1367,25,0.0064516129032258064,0.008602150537634409
0.7,1367,100,0.006440237028472323,0.008567829124305424
0.7,1262,25,0.006440237028472323,0.008567829124305424
0.7,1367,50,0.006440237028472323,0.008567829124305424
0.7,1409,100,0.006440237028472323,0.008567829124305424
0.7,1283,25,0.004324324324324324,0.005296194038450115
0.7,1297,50,0.004312699796570765,0.005281988936672056
0.7,1276,50,0.004312699796570765,0.005281988936672056
0.7,1325,25,0.004312699796570765,0.005281988936672056
0.7,1311,25,0.004312699796570765,0.005281988936672056
0.7,1409,200,0.004312699796570765,0.005281988936672056
0.7,1318,25,0.004312699796570765,0.005281988936672056
0.7,1409,150,0.004312699796570765,0.005281988936672056
0.7,1248,50,0.004312699796570765,0.005281988936672056
0.7,1241,25,0.004301075268817204,0.008602150537634409
0.7,1423,100,0.0042780748663101605,0.008556149732620321
0.7,1276,25,0.0042780748663101605,0.008556149732620321
0.7,1353,100,0.0042780748663101605,0.008556149732620321
0.7,1395,50,0.0042780748663101605,0.008556149732620321
0.7,1423,50,0.0042780748663101605,0.008556149732620321
0.7,1353,50,0.0042780748663101605,0.008556149732620321
0.7,1395,100,0.0042780748663101605,0.008556149732620321
0.7,1395,200,0.0042780748663101605,0.008556149732620321
0.7,1395,250,0.0042780748663101605,0.008556149732620321
0.7,1395,150,0.0042780748663101605,0.008556149732620321
0.7,1381,25,0.002162162162162162,0.004324324324324325
0.7,1416,200,0.002162162162162162,0.004324324324324325
0.7,1367,150,0.002162162162162162,0.004324324324324325
0.7,1367,250,0.002162162162162162,0.004324324324324325
0.7,1304,50,0.002162162162162162,0.004324324324324325
0.7,1416,150,0.002162162162162162,0.004324324324324325
0.7,1416,50,0.002162162162162162,0.004324324324324325
0.7,1332,50,0.002162162162162162,0.004324324324324325
0.7,1437,250,0.002162162162162162,0.004324324324324325
0.7,1381,50,0.002162162162162162,0.004324324324324325
0.7,1416,100,0.002162162162162162,0.004324324324324325
0.7,1437,50,0.002162162162162162,0.004324324324324325
0.7,1367,300,0.002162162162162162,0.004324324324324325
0.7,1276,100,0.002162162162162162,0.004324324324324325
0.7,1437,100,0.002162162162162162,0.004324324324324325
0.7,1367,200,0.002162162162162162,0.004324324324324325
0.7,1353,150,0.002150537634408602,0.004301075268817204
0.7,1437,25,0.002150537634408602,0.004301075268817204
0.7,1430,150,0.002150537634408602,0.004301075268817204
0.7,1388,50,0.002150537634408602,0.004301075268817204
0.7,1395,300,0.002150537634408602,0.004301075268817204
0.7,1269,50,0.002150537634408602,0.004301075268817204
0.7,1388,100,0.002150537634408602,0.004301075268817204
0.7,1283,50,0.002150537634408602,0.004301075268817204
0.7,1353,25,0.002150537634408602,0.004301075268817204
0.7,1430,50,0.002150537634408602,0.004301075268817204
0.7,1318,50,0.002150537634408602,0.004301075268817204
0.7,1325,50,0.002150537634408602,0.004301075268817204
0.7,1388,150,0.002150537634408602,0.004301075268817204
0.7,1290,50,0.002150537634408602,0.004301075268817204
0.7,1430,100,0.002150537634408602,0.004301075268817204
0.7,1297,100,0.002150537634408602,0.004301075268817204
0.7,1234,25,0.002150537634408602,0.004301075268817204
0.7,1325,100,0.002150537634408602,0.004301075268817204
0.7,1248,25,0.002150537634408602,0.004301075268817204
0.9,1423,250,0.0,0.0
0.7,1234,50,0.0,0.0
0.7,1241,50,0.0,0.0
0.9,1388,250,0.0,0.0
0.9,1395,250,0.0,0.0
0.9,1402,250,0.0,0.0
0.9,1409,250,0.0,0.0
1.0,1381,250,0.0,0.0
1.0,1430,250,0.0,0.0
1.0,1437,250,0.0,0.0
0.8,1241,50,0.0,0.0
0.8,1234,50,0.0,0.0
0.7,1255,50,0.0,0.0
0.7,1262,50,0.0,0.0
0.7,1311,50,0.0,0.0
0.7,1339,50,0.0,0.0
1.0,1388,250,0.0,0.0
1.0,1395,250,0.0,0.0
1.0,1290,250,0.0,0.0
1.0,1297,250,0.0,0.0
0.9,1416,250,0.0,0.0
1.0,1311,250,0.0,0.0
1.0,1318,250,0.0,0.0
1.0,1325,250,0.0,0.0
1.0,1332,250,0.0,0.0
1.0,1339,250,0.0,0.0
1.0,1346,250,0.0,0.0
1.0,1353,250,0.0,0.0
1.0,1360,250,0.0,0.0
0.7,1241,250,0.0,0.0
0.7,1234,250,0.0,0.0
1.0,1367,250,0.0,0.0
1.0,1374,250,0.0,0.0
1.0,1304,250,0.0,0.0
0.8,1416,250,0.0,0.0
0.8,1409,250,0.0,0.0
0.8,1402,250,0.0,0.0
0.8,1395,250,0.0,0.0
0.8,1388,250,0.0,0.0
0.8,1381,250,0.0,0.0
0.8,1374,250,0.0,0.0
0.8,1353,250,0.0,0.0
0.8,1360,250,0.0,0.0
0.8,1367,250,0.0,0.0
0.7,1318,250,0.0,0.0
0.7,1374,250,0.0,0.0
0.7,1381,250,0.0,0.0
0.7,1388,250,0.0,0.0
0.7,1402,250,0.0,0.0
0.7,1409,250,0.0,0.0
0.7,1416,250,0.0,0.0
0.7,1423,250,0.0,0.0
0.7,1430,250,0.0,0.0
0.8,1234,250,0.0,0.0
0.8,1241,250,0.0,0.0
0.7,1360,250,0.0,0.0
0.8,1304,250,0.0,0.0
0.8,1297,250,0.0,0.0
0.8,1290,250,0.0,0.0
0.8,1283,250,0.0,0.0
0.8,1276,250,0.0,0.0
0.8,1269,250,0.0,0.0
0.8,1262,250,0.0,0.0
0.9,1269,250,0.0,0.0
0.9,1262,250,0.0,0.0
0.9,1255,250,0.0,0.0
0.8,1346,250,0.0,0.0
0.9,1241,250,0.0,0.0
0.9,1234,250,0.0,0.0
0.8,1437,250,0.0,0.0
0.8,1430,250,0.0,0.0
0.8,1423,250,0.0,0.0
0.8,1311,250,0.0,0.0
0.8,1318,250,0.0,0.0
0.8,1325,250,0.0,0.0
0.8,1332,250,0.0,0.0
0.8,1339,250,0.0,0.0
0.9,1248,250,0.0,0.0
0.9,1339,250,0.0,0.0
0.9,1332,250,0.0,0.0
0.9,1325,250,0.0,0.0
0.9,1318,250,0.0,0.0
0.9,1311,250,0.0,0.0
0.9,1304,250,0.0,0.0
0.9,1297,250,0.0,0.0
0.9,1290,250,0.0,0.0
0.9,1283,250,0.0,0.0
0.9,1276,250,0.0,0.0
0.8,1248,250,0.0,0.0
1.0,1276,250,0.0,0.0
1.0,1269,250,0.0,0.0
1.0,1262,250,0.0,0.0
1.0,1255,250,0.0,0.0
1.0,1248,250,0.0,0.0
1.0,1241,250,0.0,0.0
0.7,1353,250,0.0,0.0
1.0,1234,250,0.0,0.0
0.9,1437,250,0.0,0.0
0.9,1430,250,0.0,0.0
1.0,1283,250,0.0,0.0
0.8,1255,250,0.0,0.0
0.7,1248,250,0.0,0.0
0.7,1255,250,0.0,0.0
1.0,1423,250,0.0,0.0
0.7,1262,250,0.0,0.0
0.7,1269,250,0.0,0.0
0.7,1276,250,0.0,0.0
0.7,1283,250,0.0,0.0
0.7,1290,250,0.0,0.0
0.7,1297,250,0.0,0.0
0.9,1346,250,0.0,0.0
0.7,1311,250,0.0,0.0
0.9,1381,250,0.0,0.0
0.9,1374,250,0.0,0.0
0.9,1367,250,0.0,0.0
0.9,1360,250,0.0,0.0
0.9,1353,250,0.0,0.0
0.7,1325,250,0.0,0.0
0.7,1332,250,0.0,0.0
0.7,1339,250,0.0,0.0
0.7,1346,250,0.0,0.0
0.7,1304,250,0.0,0.0
0.8,1269,300,0.0,0.0
0.8,1262,300,0.0,0.0
0.8,1255,300,0.0,0.0
0.8,1248,300,0.0,0.0
0.8,1241,300,0.0,0.0
0.8,1234,300,0.0,0.0
0.7,1437,300,0.0,0.0
0.7,1430,300,0.0,0.0
0.7,1423,300,0.0,0.0
0.7,1416,300,0.0,0.0
0.7,1409,300,0.0,0.0
1.0,1318,25,0.0,0.0
0.8,1409,300,0.0,0.0
0.8,1402,300,0.0,0.0
0.8,1395,300,0.0,0.0
0.8,1388,300,0.0,0.0
0.8,1381,300,0.0,0.0
0.8,1374,300,0.0,0.0
0.8,1367,300,0.0,0.0
0.8,1360,300,0.0,0.0
0.8,1353,300,0.0,0.0
0.8,1346,300,0.0,0.0
0.8,1339,300,0.0,0.0
0.8,1332,300,0.0,0.0
0.7,1402,300,0.0,0.0
0.7,1283,300,0.0,0.0
0.7,1276,300,0.0,0.0
0.7,1269,300,0.0,0.0
0.7,1262,300,0.0,0.0
0.7,1255,300,0.0,0.0
0.7,1248,300,0.0,0.0
0.7,1241,300,0.0,0.0
0.7,1234,300,0.0,0.0
0.7,1388,300,0.0,0.0
0.7,1381,300,0.0,0.0
0.7,1374,300,0.0,0.0
0.7,1360,300,0.0,0.0
0.8,1276,300,0.0,0.0
0.7,1346,300,0.0,0.0
0.7,1339,300,0.0,0.0
0.7,1332,300,0.0,0.0
0.7,1325,300,0.0,0.0
0.7,1318,300,0.0,0.0
0.7,1311,300,0.0,0.0
0.7,1304,300,0.0,0.0
0.7,1297,300,0.0,0.0
0.7,1290,300,0.0,0.0
0.8,1297,300,0.0,0.0
0.8,1290,300,0.0,0.0
0.8,1283,300,0.0,0.0
0.7,1353,300,0.0,0.0
0.9,1374,300,0.0,0.0
0.9,1367,300,0.0,0.0
0.9,1360,300,0.0,0.0
0.9,1353,300,0.0,0.0
0.9,1346,300,0.0,0.0
0.9,1339,300,0.0,0.0
0.9,1332,300,0.0,0.0
0.9,1325,300,0.0,0.0
0.9,1430,300,0.0,0.0
0.8,1395,150,0.0,0.0
1.0,1430,300,0.0,0.0
0.8,1325,300,0.0,0.0
1.0,1416,300,0.0,0.0
1.0,1297,300,0.0,0.0
1.0,1290,300,0.0,0.0
1.0,1283,300,0.0,0.0
1.0,1276,300,0.0,0.0
1.0,1269,300,0.0,0.0
1.0,1262,300,0.0,0.0
1.0,1255,300,0.0,0.0
1.0,1248,300,0.0,0.0
1.0,1241,300,0.0,0.0
1.0,1234,300,0.0,0.0
0.9,1437,300,0.0,0.0
1.0,1423,300,0.0,0.0
0.8,1318,300,0.0,0.0
0.8,1311,300,0.0,0.0
0.8,1304,300,0.0,0.0
0.9,1311,300,0.0,0.0
0.9,1304,300,0.0,0.0
0.9,1297,300,0.0,0.0
0.9,1290,300,0.0,0.0
0.9,1283,300,0.0,0.0
0.9,1276,300,0.0,0.0
0.9,1269,300,0.0,0.0
0.9,1262,300,0.0,0.0
0.9,1255,300,0.0,0.0
0.9,1381,300,0.0,0.0
0.9,1241,300,0.0,0.0
0.9,1234,300,0.0,0.0
0.8,1437,300,0.0,0.0
0.8,1430,300,0.0,0.0
0.8,1423,300,0.0,0.0
0.8,1416,300,0.0,0.0
1.0,1395,300,0.0,0.0
0.9,1416,300,0.0,0.0
0.9,1409,300,0.0,0.0
0.9,1402,300,0.0,0.0
0.9,1395,300,0.0,0.0
0.9,1388,300,0.0,0.0
0.9,1248,300,0.0,0.0
0.9,1402,25,0.0,0.0
0.9,1395,25,0.0,0.0
0.9,1388,25,0.0,0.0
0.9,1381,25,0.0,0.0
0.9,1374,25,0.0,0.0
0.9,1367,25,0.0,0.0
0.9,1360,25,0.0,0.0
0.9,1353,25,0.0,0.0
0.9,1346,25,0.0,0.0
1.0,1353,25,0.0,0.0
1.0,1346,25,0.0,0.0
0.7,1290,25,0.0,0.0
1.0,1332,25,0.0,0.0
1.0,1325,25,0.0,0.0
0.9,1297,25,0.0,0.0
0.9,1290,25,0.0,0.0
0.9,1283,25,0.0,0.0
0.9,1276,25,0.0,0.0
0.9,1269,25,0.0,0.0
0.9,1262,25,0.0,0.0
0.9,1255,25,0.0,0.0
0.9,1248,25,0.0,0.0
0.9,1241,25,0.0,0.0
0.9,1234,25,0.0,0.0
1.0,1339,25,0.0,0.0
1.0,1416,250,0.0,0.0
1.0,1409,250,0.0,0.0
1.0,1402,250,0.0,0.0
1.0,1395,25,0.0,0.0
1.0,1388,25,0.0,0.0
1.0,1381,25,0.0,0.0
1.0,1374,25,0.0,0.0
1.0,1367,25,0.0,0.0
1.0,1360,25,0.0,0.0
1.0,1311,25,0.0,0.0
1.0,1304,25,0.0,0.0
1.0,1297,25,0.0,0.0
0.9,1409,25,0.0,0.0
1.0,1283,25,0.0,0.0
1.0,1276,25,0.0,0.0
1.0,1269,25,0.0,0.0
1.0,1262,25,0.0,0.0
1.0,1255,25,0.0,0.0
1.0,1248,25,0.0,0.0
1.0,1437,25,0.0,0.0
1.0,1430,25,0.0,0.0
1.0,1423,25,0.0,0.0
1.0,1416,25,0.0,0.0
1.0,1409,25,0.0,0.0
1.0,1402,25,0.0,0.0
1.0,1290,25,0.0,0.0
0.8,1248,25,0.0,0.0
0.8,1241,25,0.0,0.0
0.8,1234,25,0.0,0.0
0.8,1437,25,0.0,0.0
0.8,1430,25,0.0,0.0
0.8,1423,25,0.0,0.0
0.8,1416,25,0.0,0.0
0.8,1409,25,0.0,0.0
0.8,1402,25,0.0,0.0
0.7,1374,25,0.0,0.0
0.7,1360,25,0.0,0.0
1.0,1241,25,0.0,0.0
0.8,1325,25,0.0,0.0
0.8,1318,25,0.0,0.0
0.8,1311,25,0.0,0.0
0.8,1304,25,0.0,0.0
0.8,1297,25,0.0,0.0
0.8,1290,25,0.0,0.0
0.7,1269,25,0.0,0.0
0.7,1255,25,0.0,0.0
0.7,1416,25,0.0,0.0
0.7,1402,25,0.0,0.0
0.7,1388,25,0.0,0.0
0.7,1297,25,0.0,0.0
0.7,1339,25,0.0,0.0
1.0,1234,25,0.0,0.0
0.9,1437,25,0.0,0.0
0.9,1430,25,0.0,0.0
0.9,1423,25,0.0,0.0
0.9,1416,25,0.0,0.0
